season,team_abbrv,coach_name,games_coached,games_W,games_L,playoff_games,playoff_games_W,playoff_games_L,team_coach_number,seasons_with_team,new_coach
1983,LAL,Pat Riley,82,58,24,15,8,7,1,2,0
1983,MIL,Don Nelson,82,51,31,9,5,4,1,7,0
1983,NJN,Larry Brown,76,47,29,0,0,0,1,2,0
1983,NJN,Bill Blair,6,2,4,2,0,2,2,1,1
1983,NYK,Hubie Brown,82,44,38,6,2,4,1,1,1
1983,PHI,Billy Cunningham,82,65,17,13,12,1,1,6,0
1983,PHO,John MacLeod,82,53,29,3,1,2,1,10,0
1983,POR,Jack Ramsay,82,46,36,7,3,4,1,7,0
1983,SAS,Stan Albeck,82,53,29,11,6,5,1,3,0
1983,SDC,Paul Silas,82,25,57,0,0,0,1,3,0
1983,SEA,Lenny Wilkens,82,48,34,2,0,2,1,9,0
1983,UTA,Frank Layden,82,30,52,0,0,0,1,2,0
1983,WSB,Gene Shue,82,42,40,0,0,0,1,10,0
1984,ATL,Mike Fratello,82,40,42,5,2,3,1,2,0
1984,BOS,K.C. Jones,82,62,20,23,15,8,1,1,1
1984,CHI,Kevin Loughery,82,27,55,0,0,0,1,1,1
1984,CLE,Tom Nissalke,82,28,54,0,0,0,1,2,0
1984,DAL,Dick Motta,82,43,39,10,4,6,1,4,0
1984,DEN,Doug Moe,82,38,44,5,2,3,1,4,0
1984,DET,Chuck Daly,82,49,33,5,2,3,1,1,1
1984,GSW,Johnny Bach,82,37,45,0,0,0,1,2,0
1984,HOU,Bill Fitch,82,29,53,0,0,0,1,1,1
1984,IND,Jack McKinney,82,26,56,0,0,0,1,4,0
1984,KCK,Cotton Fitzsimmons,82,38,44,3,0,3,1,6,0
1984,LAL,Pat Riley,82,54,28,21,14,7,1,3,0
1984,MIL,Don Nelson,82,50,32,16,8,8,1,8,0
1984,NJN,Stan Albeck,82,45,37,11,5,6,1,1,1
1984,NYK,Hubie Brown,82,47,35,12,6,6,1,2,0
1984,PHI,Billy Cunningham,82,52,30,5,2,3,1,7,0
1984,PHO,John MacLeod,82,41,41,17,9,8,1,11,0
1984,POR,Jack Ramsay,82,48,34,5,2,3,1,8,0
1984,SAS,Morris McHone,31,11,20,0,0,0,1,1,1
1984,SAS,Bob Bass,51,26,25,0,0,0,2,4,0
1984,SDC,Jim Lynam,82,30,52,0,0,0,1,1,1
1984,SEA,Lenny Wilkens,82,42,40,5,2,3,1,10,0
1984,UTA,Frank Layden,82,45,37,11,5,6,1,3,0
1984,WSB,Gene Shue,82,35,47,4,1,3,1,11,0
1985,ATL,Mike Fratello,82,34,48,0,0,0,1,3,0
1985,BOS,K.C. Jones,82,63,19,21,13,8,1,2,0
1985,CHI,Kevin Loughery,82,38,44,4,1,3,1,2,0
1985,CLE,George Karl,82,36,46,4,1,3,1,1,1
1985,DAL,Dick Motta,82,44,38,4,1,3,1,5,0
1985,DEN,Doug Moe,82,52,30,15,8,7,1,5,0
1985,DET,Chuck Daly,82,46,36,9,5,4,1,2,0
1985,GSW,Johnny Bach,82,22,60,0,0,0,1,3,0
1985,HOU,Bill Fitch,82,48,34,5,2,3,1,2,0
1985,IND,George Irvine,82,22,60,0,0,0,1,1,1
1985,KCK,Jack McKinney,9,1,8,0,0,0,1,1,1
1985,KCK,Phil Johnson,73,30,43,0,0,0,2,6,0
1985,LAC,Jim Lynam,61,22,39,0,0,0,1,2,0
1985,LAC,Don Chaney,21,9,12,0,0,0,2,1,1
1985,LAL,Pat Riley,82,62,20,19,15,4,1,4,0
1985,MIL,Don Nelson,82,59,23,8,3,5,1,9,0
1985,NJN,Stan Albeck,82,42,40,3,0,3,1,2,0
1985,NYK,Hubie Brown,82,24,58,0,0,0,1,3,0
1985,PHI,Billy Cunningham,82,58,24,13,8,5,1,8,0
1985,PHO,John MacLeod,82,36,46,3,0,3,1,12,0
1985,POR,Jack Ramsay,82,42,40,9,4,5,1,9,0
1985,SAS,Cotton Fitzsimmons,82,41,41,5,2,3,1,1,1
1985,SEA,Lenny Wilkens,82,31,51,0,0,0,1,11,0
1985,UTA,Frank Layden,82,41,41,10,4,6,1,4,0
1985,WSB,Gene Shue,82,40,42,4,1,3,1,12,0
1986,ATL,Mike Fratello,82,50,32,9,4,5,1,4,0
1986,BOS,K.C. Jones,82,67,15,18,15,3,1,3,0
1986,CHI,Stan Albeck,82,30,52,3,0,3,1,1,1
1986,CLE,George Karl,67,25,42,0,0,0,1,2,0
1986,CLE,Gene Littles,15,4,11,0,0,0,2,1,1
1986,DAL,Dick Motta,82,44,38,10,5,5,1,6,0
1986,DEN,Doug Moe,82,47,35,10,5,5,1,6,0
1986,DET,Chuck Daly,82,46,36,4,1,3,1,3,0
1986,GSW,Johnny Bach,82,30,52,0,0,0,1,4,0
1986,HOU,Bill Fitch,82,51,31,20,13,7,1,3,0
1986,IND,George Irvine,82,26,56,0,0,0,1,2,0
1986,LAC,Don Chaney,82,32,50,0,0,0,1,2,0
1986,LAL,Pat Riley,82,62,20,14,8,6,1,5,0
1986,MIL,Don Nelson,82,57,25,14,7,7,1,10,0
1986,NJN,Dave Wohl,82,39,43,3,0,3,1,1,1
1986,NYK,Hubie Brown,82,23,59,0,0,0,1,4,0
1986,PHI,Matt Guokas,82,54,28,12,6,6,1,1,1
1986,PHO,John MacLeod,82,32,50,0,0,0,1,13,0
1986,POR,Jack Ramsay,82,40,42,4,1,3,1,10,0
1986,SAC,Phil Johnson,82,37,45,3,0,3,1,7,0
1986,SAS,Cotton Fitzsimmons,82,35,47,3,0,3,1,2,0
1986,SEA,Bernie Bickerstaff,82,31,51,0,0,0,1,1,1
1986,UTA,Frank Layden,82,42,40,4,1,3,1,5,0
1986,WSB,Gene Shue,69,32,37,0,0,0,1,13,0
1986,WSB,Kevin Loughery,13,7,6,5,2,3,2,1,1
1987,ATL,Mike Fratello,82,57,25,9,4,5,1,5,0
1987,BOS,K.C. Jones,82,59,23,23,13,10,1,4,0
1987,CHI,Doug Collins,82,40,42,3,0,3,1,1,1
1987,CLE,Lenny Wilkens,82,31,51,0,0,0,1,1,1
1987,DAL,Dick Motta,82,55,27,4,1,3,1,7,0
1987,DEN,Doug Moe,82,37,45,3,0,3,1,7,0
1987,DET,Chuck Daly,82,52,30,15,10,5,1,4,0
1987,GSW,George Karl,82,42,40,10,4,6,1,1,1
1987,HOU,Bill Fitch,82,42,40,10,5,5,1,4,0
1987,IND,Jack Ramsay,82,41,41,4,1,3,1,1,1
1987,LAC,Don Chaney,82,12,70,0,0,0,1,3,0
1987,LAL,Pat Riley,82,65,17,18,15,3,1,6,0
1987,MIL,Don Nelson,82,50,32,12,6,6,1,11,0
1987,NJN,Dave Wohl,82,24,58,0,0,0,1,2,0
1987,NYK,Hubie Brown,16,4,12,0,0,0,1,5,0
1987,NYK,Bob Hill,66,20,46,0,0,0,2,1,1
1987,PHI,Matt Guokas,82,45,37,5,2,3,1,2,0
1987,PHO,John MacLeod,56,22,34,0,0,0,1,14,0
1987,PHO,Dick Van Arsdale,26,14,12,0,0,0,2,1,1
1987,POR,Mike Schuler,82,49,33,4,1,3,1,1,1
1987,SAC,Phil Johnson,46,14,32,0,0,0,1,8,0
1987,SAC,Jerry Reynolds,36,15,21,0,0,0,2,1,1
1987,SAS,Bob Weiss,82,28,54,0,0,0,1,1,1
1987,SEA,Bernie Bickerstaff,82,39,43,14,7,7,1,2,0
1987,UTA,Frank Layden,82,44,38,5,2,3,1,6,0
1987,WSB,Kevin Loughery,82,42,40,3,0,3,1,2,0
1988,ATL,Mike Fratello,82,50,32,12,6,6,1,6,0
1988,BOS,K.C. Jones,82,57,25,17,9,8,1,5,0
1988,CHI,Doug Collins,82,50,32,10,4,6,1,2,0
1988,CLE,Lenny Wilkens,82,42,40,5,2,3,1,2,0
1988,DAL,John MacLeod,82,53,29,17,10,7,1,1,1
1988,DEN,Doug Moe,82,54,28,11,5,6,1,8,0
1988,DET,Chuck Daly,82,54,28,23,14,9,1,5,0
1988,GSW,George Karl,64,16,48,0,0,0,1,2,0
1988,GSW,Ed Gregory,18,4,14,0,0,0,2,1,1
1988,HOU,Bill Fitch,82,46,36,4,1,3,1,5,0
1988,IND,Jack Ramsay,82,38,44,0,0,0,1,2,0
1988,LAC,Gene Shue,82,17,65,0,0,0,1,3,0
1988,LAL,Pat Riley,82,62,20,24,15,9,1,7,0
1988,MIL,Del Harris,82,42,40,5,2,3,1,1,1
1988,NJN,Dave Wohl,15,2,13,0,0,0,1,3,0
1988,NJN,Bob MacKinnon,39,10,29,0,0,0,2,2,0
1988,NJN,Willis Reed,28,7,21,0,0,0,3,1,1
1988,NYK,Rick Pitino,82,38,44,4,1,3,1,1,1
1988,PHI,Matt Guokas,43,20,23,0,0,0,1,3,0
1988,PHI,Jim Lynam,39,16,23,0,0,0,2,1,1
1988,PHO,John Wetzel,82,28,54,0,0,0,1,1,1
1988,POR,Mike Schuler,82,53,29,4,1,3,1,2,0
1988,SAC,Bill Russell,58,17,41,0,0,0,1,1,1
1988,SAC,Jerry Reynolds,24,7,17,0,0,0,2,2,0
1988,SAS,Bob Weiss,82,31,51,3,0,3,1,2,0
1988,SEA,Bernie Bickerstaff,82,44,38,5,2,3,1,3,0
1988,UTA,Frank Layden,82,47,35,11,6,5,1,7,0
1988,WSB,Kevin Loughery,27,8,19,0,0,0,1,3,0
1988,WSB,Wes Unseld,55,30,25,5,2,3,2,1,1
1989,ATL,Mike Fratello,82,52,30,5,2,3,1,7,0
1989,BOS,Jimmy Rodgers,82,42,40,3,0,3,1,1,1
1989,CHH,Dick Harter,82,20,62,0,0,0,1,1,1
1989,CHI,Doug Collins,82,47,35,17,9,8,1,3,0
1989,CLE,Lenny Wilkens,82,57,25,5,2,3,1,3,0
1989,DAL,John MacLeod,82,38,44,0,0,0,1,2,0
1989,DEN,Doug Moe,82,44,38,3,0,3,1,9,0
1989,DET,Chuck Daly,82,63,19,17,15,2,1,6,0
1989,GSW,Don Nelson,82,43,39,8,4,4,1,1,1
1989,HOU,Don Chaney,82,45,37,4,1,3,1,1,1
1989,IND,Jack Ramsay,7,0,7,0,0,0,1,3,0
1989,IND,Mel Daniels,2,0,2,0,0,0,2,1,1
1989,IND,George Irvine,20,6,14,0,0,0,3,3,0
1989,IND,Dick Versace,53,22,31,0,0,0,4,1,1
1989,LAC,Gene Shue,38,10,28,0,0,0,1,4,0
1989,LAC,Don Casey,44,11,33,0,0,0,2,1,1
1989,LAL,Pat Riley,82,57,25,15,11,4,1,8,0
1989,MIA,Ron Rothstein,82,15,67,0,0,0,1,1,1
1989,MIL,Del Harris,82,49,33,9,3,6,1,2,0
1989,NJN,Willis Reed,82,26,56,0,0,0,1,2,0
1989,NYK,Rick Pitino,82,52,30,9,5,4,1,2,0
1989,PHI,Jim Lynam,82,46,36,3,0,3,1,2,0
1989,PHO,Cotton Fitzsimmons,82,55,27,12,7,5,1,3,0
1989,POR,Mike Schuler,47,25,22,0,0,0,1,3,0
1989,POR,Rick Adelman,35,14,21,3,0,3,2,1,1
1989,SAC,Jerry Reynolds,82,27,55,0,0,0,1,3,0
1989,SAS,Larry Brown,82,21,61,0,0,0,1,1,1
1989,SEA,Bernie Bickerstaff,82,47,35,8,3,5,1,4,0
1989,UTA,Frank Layden,17,11,6,0,0,0,1,8,0
1989,UTA,Jerry Sloan,65,40,25,3,0,3,2,1,1
1989,WSB,Wes Unseld,82,40,42,0,0,0,1,2,0
1990,ATL,Mike Fratello,82,41,41,0,0,0,1,8,0
1990,BOS,Jimmy Rodgers,82,52,30,5,2,3,1,2,0
1990,CHH,Dick Harter,40,8,32,0,0,0,1,2,0
1990,CHH,Gene Littles,42,11,31,0,0,0,2,1,1
1990,CHI,Phil Jackson,82,55,27,16,10,6,1,1,1
1990,CLE,Lenny Wilkens,82,42,40,5,2,3,1,4,0
1990,DAL,John MacLeod,11,5,6,0,0,0,1,3,0
1990,DAL,Richie Adubato,71,42,29,3,0,3,2,1,1
1990,DEN,Doug Moe,82,43,39,3,0,3,1,10,0
1990,DET,Chuck Daly,82,59,23,20,15,5,1,7,0
1990,GSW,Don Nelson,82,37,45,0,0,0,1,2,0
1990,HOU,Don Chaney,82,41,41,4,1,3,1,2,0
1990,IND,Dick Versace,82,42,40,3,0,3,1,2,0
1990,LAC,Don Casey,82,30,52,0,0,0,1,2,0
1990,LAL,Pat Riley,82,63,19,9,4,5,1,9,0
1990,MIA,Ron Rothstein,82,18,64,0,0,0,1,2,0
1990,MIL,Del Harris,82,44,38,4,1,3,1,3,0
1990,MIN,Bill Musselman,82,22,60,0,0,0,1,1,1
1990,NJN,Bill Fitch,82,17,65,0,0,0,1,1,1
1990,NYK,Stu Jackson,82,45,37,10,4,6,1,1,1
1990,ORL,Matt Guokas,82,18,64,0,0,0,1,1,1
1990,PHI,Jim Lynam,82,53,29,10,4,6,1,3,0
1990,PHO,Cotton Fitzsimmons,82,54,28,16,9,7,1,4,0
1990,POR,Rick Adelman,82,59,23,21,12,9,1,2,0
1990,SAC,Jerry Reynolds,28,7,21,0,0,0,1,4,0
1990,SAC,Dick Motta,54,16,38,0,0,0,2,1,1
1990,SAS,Larry Brown,82,56,26,10,6,4,1,2,0
1990,SEA,Bernie Bickerstaff,82,41,41,0,0,0,1,5,0
1990,UTA,Jerry Sloan,82,55,27,5,2,3,1,2,0
1990,WSB,Wes Unseld,82,31,51,0,0,0,1,3,0
1991,ATL,Bob Weiss,82,43,39,5,2,3,1,1,1
1991,BOS,Chris Ford,82,56,26,11,5,6,1,1,1
1991,CHH,Gene Littles,82,26,56,0,0,0,1,2,0
1991,CHI,Phil Jackson,82,61,21,17,15,2,1,2,0
1991,CLE,Lenny Wilkens,82,33,49,0,0,0,1,5,0
1991,DAL,Richie Adubato,82,28,54,0,0,0,1,2,0
1991,DEN,Paul Westhead,82,20,62,0,0,0,1,1,1
1991,DET,Chuck Daly,82,50,32,15,7,8,1,8,0
1991,GSW,Don Nelson,82,44,38,9,4,5,1,3,0
1991,HOU,Don Chaney,82,52,30,3,0,3,1,3,0
1991,IND,Dick Versace,25,9,16,0,0,0,1,3,0
1991,IND,Bob Hill,57,32,25,5,2,3,2,1,1
1991,LAC,Mike Schuler,82,31,51,0,0,0,1,1,1
1991,LAL,Mike Dunleavy,82,58,24,19,12,7,1,1,1
1991,MIA,Ron Rothstein,82,24,58,0,0,0,1,3,0
1991,MIL,Del Harris,82,48,34,3,0,3,1,4,0
1991,MIN,Bill Musselman,82,29,53,0,0,0,1,2,0
1991,NJN,Bill Fitch,82,26,56,0,0,0,1,2,0
1991,NYK,Stu Jackson,15,7,8,0,0,0,1,2,0
1991,NYK,John MacLeod,67,32,35,3,0,3,2,1,1
1991,ORL,Matt Guokas,82,31,51,0,0,0,1,2,0
1991,PHI,Jim Lynam,82,44,38,8,4,4,1,4,0
1991,PHO,Cotton Fitzsimmons,82,55,27,4,1,3,1,5,0
1991,POR,Rick Adelman,82,63,19,16,9,7,1,3,0
1991,SAC,Dick Motta,82,25,57,0,0,0,1,2,0
1991,SAS,Larry Brown,82,55,27,4,1,3,1,3,0
1991,SEA,K.C. Jones,82,41,41,5,2,3,1,1,1
1991,UTA,Jerry Sloan,82,54,28,9,4,5,1,3,0
1991,WSB,Wes Unseld,82,30,52,0,0,0,1,4,0
1992,ATL,Bob Weiss,82,38,44,0,0,0,1,2,0
1992,BOS,Chris Ford,82,51,31,10,6,4,1,2,0
1992,CHH,Allan Bristow,82,31,51,0,0,0,1,1,1
1992,CHI,Phil Jackson,82,67,15,22,15,7,1,3,0
1992,CLE,Lenny Wilkens,82,57,25,17,9,8,1,6,0
1992,DAL,Richie Adubato,82,22,60,0,0,0,1,3,0
1992,DEN,Paul Westhead,82,24,58,0,0,0,1,2,0
1992,DET,Chuck Daly,82,48,34,5,2,3,1,9,0
1992,GSW,Don Nelson,82,55,27,4,1,3,1,4,0
1992,HOU,Don Chaney,52,26,26,0,0,0,1,4,0
1992,HOU,Rudy Tomjanovich,30,16,14,0,0,0,2,1,1
1992,IND,Bob Hill,82,40,42,3,0,3,1,2,0
1992,LAC,Mike Schuler,45,21,24,0,0,0,1,2,0
1992,LAC,Mack Calvin,2,1,1,0,0,0,2,1,1
1992,LAC,Larry Brown,35,23,12,5,2,3,3,1,1
1992,LAL,Mike Dunleavy,82,43,39,4,1,3,1,2,0
1992,MIA,Kevin Loughery,82,38,44,3,0,3,1,1,1
1992,MIL,Del Harris,17,8,9,0,0,0,1,5,0
1992,MIL,Frank Hamblen,65,23,42,0,0,0,2,1,1
1992,MIN,Jimmy Rodgers,82,15,67,0,0,0,1,1,1
1992,NJN,Bill Fitch,82,40,42,4,1,3,1,3,0
1992,NYK,Pat Riley,82,51,31,12,6,6,1,1,1
1992,ORL,Matt Guokas,82,21,61,0,0,0,1,3,0
1992,PHI,Jim Lynam,82,35,47,0,0,0,1,5,0
1992,PHO,Cotton Fitzsimmons,82,53,29,8,4,4,1,6,0
1992,POR,Rick Adelman,82,57,25,21,13,8,1,4,0
1992,SAC,Dick Motta,25,7,18,0,0,0,1,3,0
1992,SAC,Rex Hughes,57,22,35,0,0,0,2,1,1
1992,SAS,Larry Brown,38,21,17,0,0,0,1,4,0
1992,SAS,Bob Bass,44,26,18,3,0,3,2,5,0
1992,SEA,K.C. Jones,36,18,18,0,0,0,1,2,0
1992,SEA,Bob Kloppenburg,4,2,2,0,0,0,2,1,1
1992,SEA,George Karl,42,27,15,9,4,5,3,1,1
1992,UTA,Jerry Sloan,82,55,27,16,9,7,1,4,0
1992,WSB,Wes Unseld,82,25,57,0,0,0,1,5,0
1993,ATL,Bob Weiss,82,43,39,3,0,3,1,3,0
1993,BOS,Chris Ford,82,48,34,4,1,3,1,3,0
1993,CHH,Allan Bristow,82,44,38,9,4,5,1,2,0
1993,CHI,Phil Jackson,82,57,25,19,15,4,1,4,0
1993,CLE,Lenny Wilkens,82,54,28,9,3,6,1,7,0
1993,DAL,Richie Adubato,29,2,27,0,0,0,1,4,0
1993,DAL,Gar Heard,53,9,44,0,0,0,2,1,1
1993,DEN,Dan Issel,82,36,46,0,0,0,1,1,1
1993,DET,Ron Rothstein,82,40,42,0,0,0,1,1,1
1993,GSW,Don Nelson,82,34,48,0,0,0,1,5,0
1993,HOU,Rudy Tomjanovich,82,55,27,12,6,6,1,2,0
1993,IND,Bob Hill,82,41,41,4,1,3,1,3,0
1993,LAC,Larry Brown,82,41,41,5,2,3,1,2,0
1993,LAL,Randy Pfund,82,39,43,5,2,3,1,1,1
1993,MIA,Kevin Loughery,82,36,46,0,0,0,1,2,0
1993,MIL,Mike Dunleavy,82,28,54,0,0,0,1,1,1
1993,MIN,Jimmy Rodgers,29,6,23,0,0,0,1,2,0
1993,MIN,Sidney Lowe,53,13,40,0,0,0,2,1,1
1993,NJN,Chuck Daly,82,43,39,5,2,3,1,1,1
1993,NYK,Pat Riley,82,60,22,15,9,6,1,2,0
1993,ORL,Matt Guokas,82,41,41,0,0,0,1,4,0
1993,PHI,Doug Moe,56,19,37,0,0,0,1,1,1
1993,PHI,Fred Carter,26,7,19,0,0,0,2,1,1
1993,PHO,Paul Westphal,82,62,20,24,13,11,1,1,1
1993,POR,Rick Adelman,82,51,31,4,1,3,1,5,0
1993,SAC,Garry St. Jean,82,25,57,0,0,0,1,1,1
1993,SAS,Jerry Tarkanian,20,9,11,0,0,0,1,1,1
1993,SAS,Rex Hughes,1,1,0,0,0,0,2,1,1
1993,SAS,John Lucas,61,39,22,10,5,5,3,1,1
1993,SEA,George Karl,82,55,27,19,10,9,1,2,0
1993,UTA,Jerry Sloan,82,47,35,5,2,3,1,5,0
1993,WSB,Wes Unseld,82,22,60,0,0,0,1,6,0
1994,ATL,Lenny Wilkens,82,57,25,11,5,6,1,1,1
1994,BOS,Chris Ford,82,32,50,0,0,0,1,4,0
1994,CHH,Allan Bristow,82,41,41,0,0,0,1,3,0
1994,CHI,Phil Jackson,82,55,27,10,6,4,1,5,0
1994,CLE,Mike Fratello,82,47,35,3,0,3,1,1,1
1994,DAL,Quinn Buckner,82,13,69,0,0,0,1,1,1
1994,DEN,Dan Issel,82,42,40,12,6,6,1,2,0
1994,DET,Don Chaney,82,20,62,0,0,0,1,1,1
1994,GSW,Don Nelson,82,50,32,3,0,3,1,6,0
1994,HOU,Rudy Tomjanovich,82,58,24,23,15,8,1,3,0
1994,IND,Larry Brown,82,47,35,16,10,6,1,1,1
1994,LAC,Bob Weiss,82,27,55,0,0,0,1,1,1
1994,LAL,Randy Pfund,64,27,37,0,0,0,1,2,0
1994,LAL,Bill Bertka,2,1,1,0,0,0,2,1,1
1994,LAL,Magic Johnson,16,5,11,0,0,0,3,1,1
1994,MIA,Kevin Loughery,82,42,40,5,2,3,1,3,0
1994,MIL,Mike Dunleavy,82,20,62,0,0,0,1,2,0
1994,MIN,Sidney Lowe,82,20,62,0,0,0,1,2,0
1994,NJN,Chuck Daly,82,45,37,4,1,3,1,2,0
1994,NYK,Pat Riley,82,57,25,25,14,11,1,3,0
1994,ORL,Brian Hill,82,50,32,3,0,3,1,1,1
1994,PHI,Fred Carter,82,25,57,0,0,0,1,2,0
1994,PHO,Paul Westphal,82,56,26,10,6,4,1,2,0
1994,POR,Rick Adelman,82,47,35,4,1,3,1,6,0
1994,SAC,Garry St. Jean,82,28,54,0,0,0,1,2,0
1994,SAS,John Lucas,82,55,27,4,1,3,1,2,0
1994,SEA,George Karl,82,63,19,5,2,3,1,3,0
1994,UTA,Jerry Sloan,82,53,29,16,8,8,1,6,0
1994,WSB,Wes Unseld,82,24,58,0,0,0,1,7,0
1995,ATL,Lenny Wilkens,82,42,40,3,0,3,1,2,0
1995,BOS,Chris Ford,82,35,47,4,1,3,1,5,0
1995,CHH,Allan Bristow,82,50,32,4,1,3,1,4,0
1995,CHI,Phil Jackson,82,47,35,10,5,5,1,6,0
1995,CLE,Mike Fratello,82,43,39,4,1,3,1,2,0
1995,DAL,Dick Motta,82,36,46,0,0,0,1,8,0
1995,DEN,Dan Issel,34,18,16,0,0,0,1,3,0
1995,DEN,Gene Littles,16,3,13,0,0,0,2,1,1
1995,DEN,Bernie Bickerstaff,32,20,12,3,0,3,3,1,1
1995,DET,Don Chaney,82,28,54,0,0,0,1,2,0
1995,GSW,Don Nelson,45,14,31,0,0,0,1,7,0
1995,GSW,Bob Lanier,37,12,25,0,0,0,2,1,1
1995,HOU,Rudy Tomjanovich,82,47,35,22,15,7,1,4,0
1995,IND,Larry Brown,82,52,30,17,10,7,1,2,0
1995,LAC,Bill Fitch,82,17,65,0,0,0,1,1,1
1995,LAL,Del Harris,82,48,34,10,5,5,1,1,1
1995,MIA,Kevin Loughery,46,17,29,0,0,0,1,4,0
1995,MIA,Alvin Gentry,36,15,21,0,0,0,2,1,1
1995,MIL,Mike Dunleavy,82,34,48,0,0,0,1,3,0
1995,MIN,Bill Blair,82,21,61,0,0,0,1,1,1
1995,NJN,Butch Beard,82,30,52,0,0,0,1,1,1
1995,NYK,Pat Riley,82,55,27,11,6,5,1,4,0
1995,ORL,Brian Hill,82,57,25,21,11,10,1,2,0
1995,PHI,John Lucas,82,24,58,0,0,0,1,1,1
1995,PHO,Paul Westphal,82,59,23,10,6,4,1,3,0
1995,POR,P.J. Carlesimo,82,44,38,3,0,3,1,1,1
1995,SAC,Garry St. Jean,82,39,43,0,0,0,1,3,0
1995,SAS,Bob Hill,82,62,20,15,9,6,1,1,1
1995,SEA,George Karl,82,57,25,4,1,3,1,4,0
1995,UTA,Jerry Sloan,82,60,22,5,2,3,1,7,0
1995,WSB,Jim Lynam,82,21,61,0,0,0,1,1,1
1996,ATL,Lenny Wilkens,82,46,36,10,4,6,1,3,0
1996,BOS,M.L. Carr,82,33,49,0,0,0,1,1,1
1996,CHH,Allan Bristow,82,41,41,0,0,0,1,5,0
1996,CHI,Phil Jackson,82,72,10,18,15,3,1,7,0
1996,CLE,Mike Fratello,82,47,35,3,0,3,1,3,0
1996,DAL,Dick Motta,82,26,56,0,0,0,1,9,0
1996,DEN,Bernie Bickerstaff,82,35,47,0,0,0,1,2,0
1996,DET,Doug Collins,82,46,36,3,0,3,1,1,1
1996,GSW,Rick Adelman,82,36,46,0,0,0,1,1,1
1996,HOU,Rudy Tomjanovich,82,48,34,8,3,5,1,5,0
1996,IND,Larry Brown,82,52,30,5,2,3,1,3,0
1996,LAC,Bill Fitch,82,29,53,0,0,0,1,2,0
1996,LAL,Del Harris,82,53,29,4,1,3,1,2,0
1996,MIA,Pat Riley,82,42,40,3,0,3,1,1,1
1996,MIL,Mike Dunleavy,82,25,57,0,0,0,1,4,0
1996,MIN,Bill Blair,20,6,14,0,0,0,1,2,0
1996,MIN,Flip Saunders,62,20,42,0,0,0,2,1,1
1996,NJN,Butch Beard,82,30,52,0,0,0,1,2,0
1996,NYK,Don Nelson,59,34,25,0,0,0,1,1,1
1996,NYK,Jeff Van Gundy,23,13,10,8,4,4,2,1,1
1996,ORL,Brian Hill,82,60,22,12,7,5,1,3,0
1996,PHI,John Lucas,82,18,64,0,0,0,1,2,0
1996,PHO,Paul Westphal,33,14,19,0,0,0,1,4,0
1996,PHO,Cotton Fitzsimmons,49,27,22,4,1,3,2,7,0
1996,POR,P.J. Carlesimo,82,44,38,5,2,3,1,2,0
1996,SAC,Garry St. Jean,82,39,43,4,1,3,1,4,0
1996,SAS,Bob Hill,82,59,23,10,5,5,1,2,0
1996,SEA,George Karl,82,64,18,21,13,8,1,5,0
1996,TOR,Brendan Malone,82,21,61,0,0,0,1,1,1
1996,UTA,Jerry Sloan,82,55,27,18,10,8,1,8,0
1996,VAN,Brian Winters,82,15,67,0,0,0,1,1,1
1996,WSB,Jim Lynam,82,39,43,0,0,0,1,2,0
1997,ATL,Lenny Wilkens,82,56,26,10,4,6,1,4,0
1997,BOS,M.L. Carr,82,15,67,0,0,0,1,2,0
1997,CHH,Dave Cowens,82,54,28,3,0,3,1,1,1
1997,CHI,Phil Jackson,82,69,13,19,15,4,1,8,0
1997,CLE,Mike Fratello,82,42,40,0,0,0,1,4,0
1997,DAL,Jim Cleamons,82,24,58,0,0,0,1,1,1
1997,DEN,Bernie Bickerstaff,13,4,9,0,0,0,1,3,0
1997,DEN,Dick Motta,69,17,52,0,0,0,2,1,1
1997,DET,Doug Collins,82,54,28,5,2,3,1,2,0
1997,GSW,Rick Adelman,82,30,52,0,0,0,1,2,0
1997,HOU,Rudy Tomjanovich,82,57,25,16,9,7,1,6,0
1997,IND,Larry Brown,82,39,43,0,0,0,1,4,0
1997,LAC,Bill Fitch,82,36,46,3,0,3,1,3,0
1997,LAL,Del Harris,82,56,26,9,4,5,1,3,0
1997,MIA,Pat Riley,82,61,21,17,8,9,1,2,0
1997,MIL,Chris Ford,82,33,49,0,0,0,1,1,1
1997,MIN,Flip Saunders,82,40,42,3,0,3,1,2,0
1997,NJN,John Calipari,82,26,56,0,0,0,1,1,1
1997,NYK,Jeff Van Gundy,82,57,25,10,6,4,1,2,0
1997,ORL,Brian Hill,49,24,25,0,0,0,1,4,0
1997,ORL,Richie Adubato,33,21,12,5,2,3,2,1,1
1997,PHI,Johnny Davis,82,22,60,0,0,0,1,1,1
1997,PHO,Cotton Fitzsimmons,8,0,8,0,0,0,1,8,0
1997,PHO,Danny Ainge,74,40,34,5,2,3,2,1,1
1997,POR,P.J. Carlesimo,82,49,33,4,1,3,1,3,0
1997,SAC,Garry St. Jean,67,28,39,0,0,0,1,5,0
1997,SAC,Eddie Jordan,15,6,9,0,0,0,2,1,1
1997,SAS,Bob Hill,18,3,15,0,0,0,1,3,0
1997,SAS,Gregg Popovich,64,17,47,0,0,0,2,1,1
1997,SEA,George Karl,82,57,25,12,6,6,1,6,0
1997,TOR,Darrell Walker,82,30,52,0,0,0,1,1,1
